,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'フードラストOK'}),frozenset({'ドリンクラストOK'}),0.06734234234234235,0.06734234234234235,0.06351351351351352,0.94314381270903,14.005212469659174,0.05897852244136028,16.403802331743485
1,frozenset({'ドリンクラストOK'}),frozenset({'フードラストOK'}),0.06734234234234235,0.06734234234234235,0.06351351351351352,0.94314381270903,14.005212469659174,0.05897852244136028,16.403802331743485
