,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'付き出し'}),frozenset({'プレミアムモルツ'}),0.1731266149870801,0.2784734645199761,0.10673822301729279,0.616532721010333,2.2139729617437442,0.05852705474122457,1.8815856658775474
1,frozenset({'プレミアムモルツ'}),frozenset({'付き出し'}),0.2784734645199761,0.1731266149870801,0.10673822301729279,0.3832976445396146,2.2139729617437442,0.05852705474122457,1.340798162503589
