,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'Ì°ÄÞ×½ÄOK'}),frozenset({'ÄÞØÝ¸×½ÄOK'}),0.0682258064516129,0.06951612903225807,0.0682258064516129,1.0,14.385150812064964,0.06348301248699272,inf
1,frozenset({'ÄÞØÝ¸×½ÄOK'}),frozenset({'Ì°ÄÞ×½ÄOK'}),0.06951612903225807,0.0682258064516129,0.0682258064516129,0.9814385150812064,14.385150812064964,0.06348301248699272,50.19933467741905
