H.集計対象営業年月日,H.伝票番号,C.客層,D.オーダーキャンセル日時,D.オーダー日時,D.オーダー番号,D.価格,D.価格_増加率,D.価格_平準化,D.商品ID,D.商品カテゴリ1,D.商品カテゴリ2,D.商品名,D.帳票集計対象商品,D.数量,D.数量_増加率,D.数量_平準化,D.配膳済日時,H.テーブル番号ID,H.テーブル番号名,H.伝票処理日,H.伝票発行日,H.伝票税額,H.伝票金額,H.伝票金額_増加率,H.伝票金額_平準化,H.値引金額,H.客数（合計）,H.客数（女）,H.客数（男）,H.店舗ID,H.店舗名,H.支払金額（クレジットカード）,H.支払金額（現金）,H.曜日,H.総商品数,H.集計営業年,H.集計営業日,H.集計営業月,○日連休,サービス料金掛け率,営業締め時間,営業開始時間,天気概況(夜：18時～翌日06時),天気概況(昼：06時～18時),客単価/滞在時間,客構成,席数,平均気温(℃),平均湿度(％),平均風速(m/s),店舗名,曜日,最低気温(℃),最高気温(℃),注文時間,滞在時間,特別連休,特別連休名,特別連休名（隣接含）,特別連休＆隣接休日,男性比率,祝祭日,祝祭日名,翌日が休日,連休○日目,週末,都道府県,降水量の合計(mm),雨フラグ,〆,とり刺身,コース,スタンダード２,ドリンク,ビール,プレミアム１,リキュール,ワイン,一品料理,付き出し,単品 ウィスキー,単品 サワー,単品 スピリッツ,単品 ソフトドリンク,単品 リキュール,単品 果実酒,囲炉裏焼き,大和の和え野菜,大和の地酒,山口の地酒,山賊の〆,山賊の揚げ物,山賊の甘味,山賊の肴,山賊の逸品,日本酒,溶岩焼き,甘,米焼酎グラス,紫蘇焼酎グラス,芋焼酎グラス,飲み放題メニュー,飲み放題一覧,馬刺し,鮮魚,麦焼酎グラス
2018-04-08,No:201900300000481,登録なし, ,2018-04-08 20:58:00,1,380,1.7855245242990405,380.0,00000000297,ドリンク,ビール,こん刺し,Yes,1,1.76464148877942,1.0, ,000000012,テーブル3,2018-04-08 22:00:00,2018-04-08 20:58:00,657,8957,1.7061461338162538,8957.0,0,2,1,1,003,大和乃山賊,0,8957,日,16,2018,8,4,2,0.0,2400,1700,快晴,晴,6.0,"男 : 1人, 女 : 1人",54,7.9,52,3.4,大和乃山賊,日,3.8,12.2,0 days 00:00:00.000000000,62,0,,,0,0.5,0,,0,2,1,奈良県,0.0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-09,No:201900300000482,登録なし, ,2018-04-09 18:18:00,1,380,1.083591921171539,380.0,00000000297,ドリンク,とり刺身,なんこつ唐揚げ,Yes,1,1.0903277378097522,1.0, ,000000014,掘りごたつ2,2018-04-09 20:04:00,2018-04-09 18:18:00,1015,13815,0.7688413986773539,13815.0,0,4,0,4,003,大和乃山賊,0,13815,月,24,2018,9,4,0,0.0,2400,1700,曇後晴,曇一時晴,3.0,"男 : 4人, 女 : 0人",54,10.2,64,1.9,大和乃山賊,月,3.0,15.3,0 days 00:00:00.000000000,106,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,1,0,0,0,5,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,4,1,0,1,1,0,0,0,0,0,2,0,0,1,1,0
2018-04-09,No:201900300000483,登録なし, ,2018-04-09 18:36:00,1,380,1.083591921171539,380.0,00000000297,ドリンク,ビール,あらごしみかん酒,Yes,1,1.0903277378097522,1.0, ,000000015,掘りごたつ3,2018-04-09 21:21:00,2018-04-09 18:36:00,1336,18216,0.7688413986773539,18216.0,0,4,0,4,003,大和乃山賊,0,18216,月,33,2018,9,4,0,0.0,2400,1700,曇後晴,曇一時晴,2.0,"男 : 4人, 女 : 0人",54,10.2,64,1.9,大和乃山賊,月,3.0,15.3,0 days 00:00:00.000000000,165,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,3,0,2,0,0,3,0,4,2,0,3,4,0,0,0,0,0,1,0,0,0,1,0
2018-04-09,No:201900300000484,登録なし, ,2018-04-09 18:52:00,1,380,1.069828722002635,380.0,00000000297,ドリンク,〆,お茶漬け,Yes,1,1.069828722002635,1.0, ,000000010,テーブル1,2018-04-09 20:05:00,2018-04-09 18:52:00,706,9606,1.165046396079588,9606.0,0,3,0,3,003,大和乃山賊,0,9606,月,14,2018,9,4,0,0.0,2400,1700,曇後晴,曇一時晴,5.0,"男 : 3人, 女 : 0人",54,10.2,64,1.9,大和乃山賊,月,3.0,15.3,0 days 00:00:00.000000000,73,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2018-04-09,No:201900300000485,登録なし, ,2018-04-09 18:55:00,1,380,1.114797611147976,380.0,00000000297,フード,とり刺身,こだわりの出汁巻き,Yes,1,1.4500745156482864,1.0, ,000000013,掘りごたつ1,2018-04-09 21:07:00,2018-04-09 18:55:00,1206,16366,1.584706278464019,16366.0,0,4,0,4,003,大和乃山賊,0,16366,月,20,2018,9,4,0,0.0,2400,1700,曇後晴,曇一時晴,2.0,"男 : 4人, 女 : 0人",54,10.2,64,1.9,大和乃山賊,月,3.0,15.3,0 days 00:00:00.000000000,132,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,4,0,1,0
2018-04-09,No:201900300000486,登録なし, ,2018-04-09 19:08:00,1,380,1.4286917462099946,380.0,00000000297,ドリンク,とり刺身,こだわりの出汁巻き,No,1,1.467741935483871,1.0, ,000000012,テーブル3,2018-04-09 19:48:00,2018-04-09 19:08:00,930,12630,1.4642526021207831,12630.0,0,4,0,4,003,大和乃山賊,0,12630,月,20,2018,9,4,0,0.0,2400,1700,曇後晴,曇一時晴,9.0,"男 : 4人, 女 : 0人",54,10.2,64,1.9,大和乃山賊,月,3.0,15.3,0 days 00:00:00.000000000,40,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,1,0,0,1,3,0,0,0,0,2,0,0,0,1,0,0,5,2,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
2018-04-09,No:201900300000487,登録なし, ,2018-04-09 19:11:00,1,380,1.0999999999999999,380.0,00000000297,ドリンク,ビール,あらごしみかん酒,Yes,1,1.1,1.0, ,000000004,カウンター4,2018-04-09 20:38:00,2018-04-09 19:11:00,669,9119,1.0579813698033187,9119.0,0,2,0,2,003,大和乃山賊,9119,0,月,16,2018,9,4,0,0.0,2400,1700,曇後晴,曇一時晴,4.0,"男 : 2人, 女 : 0人",54,10.2,64,1.9,大和乃山賊,月,3.0,15.3,0 days 00:00:00.000000000,87,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,2,2,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0
2018-04-09,No:201900300000488,登録なし, ,2018-04-09 19:12:00,1,380,1.5289348533868456,380.0,00000000297,ドリンク,付き出し,なんこつ唐揚げ,Yes,1,1.5680473372781065,1.0, ,000000008,カウンター8,2018-04-09 20:10:00,2018-04-09 19:12:00,289,3939,1.714001128876812,3939.0,0,2,0,2,003,大和乃山賊,0,3939,月,7,2018,9,4,0,0.0,2400,1700,曇後晴,曇一時晴,6.0,"男 : 2人, 女 : 0人",54,10.2,64,1.9,大和乃山賊,月,3.0,15.3,0 days 00:00:00.000000000,58,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-09,No:201900300000489,登録なし, ,2018-04-09 19:43:00,1,380,1.5752452678391846,380.0,00000000297,ドリンク,付き出し,ウーロン茶,Yes,1,1.5698169433801616,1.0, ,000000002,カウンター2,2018-04-09 20:09:00,2018-04-09 19:43:00,256,3486,1.591225668485625,3486.0,0,1,0,1,003,大和乃山賊,0,3486,月,6,2018,9,4,0,0.0,2400,1700,曇後晴,曇一時晴,14.0,"男 : 1人, 女 : 0人",54,10.2,64,1.9,大和乃山賊,月,3.0,15.3,0 days 00:00:00.000000000,26,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-10,No:201900300000490,登録なし, ,2018-04-10 17:45:00,1,280,1.7855245242990405,280.0,00000000297,ドリンク,ビール,ジンジャーハイ,Yes,1,1.76464148877942,1.0, ,000000014,掘りごたつ2,2018-04-10 18:30:00,2018-04-10 17:45:00,353,4813,1.7061461338162538,4813.0,0,2,2,0,003,大和乃山賊,0,4813,火,9,2018,10,4,0,0.0,2400,1700,薄曇,晴,6.0,"男 : 0人, 女 : 2人",54,14.3,59,1.4,大和乃山賊,火,6.5,23.0,0 days 00:00:00.000000000,45,0,,,0,0.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-10,No:201900300000491,登録なし, ,2018-04-10 18:41:00,1,380,1.5109763651838457,380.0,00000000297,ドリンク,ビール,こだわりの出汁巻き,Yes,1,1.4721485411140585,1.0, ,000000014,掘りごたつ2,2018-04-10 19:13:00,2018-04-10 18:41:00,332,4522,1.5378887898690343,4522.0,0,2,2,0,003,大和乃山賊,0,4522,火,8,2018,10,4,0,0.0,2400,1700,薄曇,晴,11.0,"男 : 0人, 女 : 2人",54,14.3,59,1.4,大和乃山賊,火,6.5,23.0,0 days 00:00:00.000000000,32,0,,,0,0.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2018-04-10,No:201900300000492,登録なし, ,2018-04-10 19:09:00,1,380,1.4286917462099946,380.0,00000000297,ドリンク,ビール,まぜまぜ海鮮ユッケ,Yes,1,1.467741935483871,1.0, ,000000015,掘りごたつ3,2018-04-10 20:50:00,2018-04-10 19:09:00,637,8677,1.5378887898690343,8677.0,0,2,1,1,003,大和乃山賊,0,8677,火,15,2018,10,4,0,0.0,2400,1700,薄曇,晴,3.0,"男 : 1人, 女 : 1人",54,14.3,59,1.4,大和乃山賊,火,6.5,23.0,0 days 00:00:00.000000000,101,0,,,0,0.5,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2018-04-10,No:201900300000493,登録なし, ,2018-04-10 19:37:00,1,280,1.083591921171539,280.0,00000000297,ドリンク,ビール,たこわさ,Yes,1,1.0903277378097522,1.0, ,000000010,テーブル1,2018-04-10 21:59:00,2018-04-10 19:37:00,853,11573,0.7688413986773539,11573.0,0,2,0,2,003,大和乃山賊,0,11573,火,20,2018,10,4,0,0.0,2400,1700,薄曇,晴,1.0,"男 : 2人, 女 : 0人",54,14.3,59,1.4,大和乃山賊,火,6.5,23.0,0 days 00:00:00.000000000,142,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,7,0,0,1,0,0
2018-04-10,No:201900300000494,登録なし, ,2018-04-10 20:01:00,1,380,1.114797611147976,380.0,00000000297,フード,付き出し,こだわりの出汁巻き,Yes,1,1.4500745156482864,1.0, ,000000013,掘りごたつ1,2018-04-10 22:40:00,2018-04-10 20:01:00,804,10904,1.584706278464019,10904.0,0,3,2,1,003,大和乃山賊,0,10904,火,11,2018,10,4,0,0.0,2400,1700,薄曇,晴,2.0,"男 : 1人, 女 : 2人",54,14.3,59,1.4,大和乃山賊,火,6.5,23.0,0 days 00:00:00.000000000,159,0,,,0,0.33,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0
2018-04-10,No:201900300000495,登録なし, ,2018-04-10 20:10:00,1,380,1.4286917462099946,380.0,00000000297,ドリンク,ビール,サーモンのお造り,Yes,1,1.467741935483871,1.0, ,000000014,掘りごたつ2,2018-04-10 22:17:00,2018-04-10 20:10:00,488,6648,1.7061461338162538,6648.0,0,2,1,1,003,大和乃山賊,0,6648,火,11,2018,10,4,0,0.0,2400,1700,薄曇,晴,2.0,"男 : 1人, 女 : 1人",54,14.3,59,1.4,大和乃山賊,火,6.5,23.0,0 days 00:00:00.000000000,127,0,,,0,0.5,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2018-04-10,No:201900300000496,登録なし, ,2018-04-10 20:14:00,1,420,1.3715664866107344,420.0,00000000640,ドリンク,ビール,キリンラガー 中瓶,Yes,1,1.309090909090909,1.0, ,000000017,掘りごたつ5,2018-04-10 21:20:00,2018-04-10 20:14:00,343,4653,1.4345369255413987,4653.0,0,3,0,3,003,大和乃山賊,0,4653,火,8,2018,10,4,0,0.0,2400,1700,薄曇,晴,6.0,"男 : 3人, 女 : 0人",54,14.3,59,1.4,大和乃山賊,火,6.5,23.0,0 days 00:00:00.000000000,66,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-10,No:201900300000497,登録なし, ,2018-04-10 20:27:00,1,380,1.7855245242990405,380.0,00000000297,ドリンク,ビール,こん刺し,Yes,1,1.76464148877942,1.0, ,000000012,テーブル3,2018-04-10 20:52:00,2018-04-10 20:27:00,300,4090,1.7061461338162538,4090.0,0,2,1,1,003,大和乃山賊,0,4090,火,8,2018,10,4,0,0.0,2400,1700,薄曇,晴,15.0,"男 : 1人, 女 : 1人",54,14.3,59,1.4,大和乃山賊,火,6.5,23.0,0 days 00:00:00.000000000,25,0,,,0,0.5,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-11,No:201900300000498,登録なし, ,2018-04-11 17:43:00,1,380,1.7855245242990405,380.0,00000000297,ドリンク,ビール,こだわりの出汁巻き,Yes,1,1.76464148877942,1.0, ,000000015,掘りごたつ3,2018-04-11 21:27:00,2018-04-11 17:43:00,800,10860,1.7061461338162538,10860.0,0,3,0,3,003,大和乃山賊,0,10860,水,19,2018,11,4,0,0.0,2400,1700,曇後一時晴,曇,1.0,"男 : 3人, 女 : 0人",54,17.9,66,2.8,大和乃山賊,水,11.0,23.9,0 days 00:00:00.000000000,224,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
2018-04-11,No:201900300000499,登録なし, ,2018-04-11 18:03:00,1,280,1.083591921171539,280.0,00000000297,ドリンク,ビール,あらごし桃酒,No,1,1.0903277378097522,1.0, ,000000020,掘りごたつ8,2018-04-11 22:18:00,2018-04-11 18:03:00,3072,41762,0.7688413986773539,41762.0,0,6,0,6,003,大和乃山賊,41762,0,水,65,2018,11,4,0,0.0,2400,1700,曇後一時晴,曇,1.0,"男 : 6人, 女 : 0人",54,17.9,66,2.8,大和乃山賊,水,11.0,23.9,0 days 00:00:00.000000000,255,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,9,0,0,0,0,6,0,1,0,7,0,3,0,1,9,2,2,3,0,7,4,0,0,0,0,0,10,0,0,0,1,0
2018-04-11,No:201900300000500,登録なし, ,2018-04-11 18:30:00,1,380,1.0999999999999999,380.0,00000000297,ドリンク,ビール,あらごしみかん酒,Yes,1,1.1,1.0, ,000000017,掘りごたつ5,2018-04-11 22:19:00,2018-04-11 18:30:00,2441,33181,1.0579813698033187,33181.0,0,5,0,5,003,大和乃山賊,0,33181,水,41,2018,11,4,0,0.0,2400,1700,曇後一時晴,曇,1.0,"男 : 5人, 女 : 0人",54,17.9,66,2.8,大和乃山賊,水,11.0,23.9,0 days 00:00:00.000000000,229,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,8,0,0,0,1,5,0,0,0,3,1,4,4,0,0,0,3,4,0,2,4,0,2,0,0,0,0,0,0,0,0,0
2018-04-11,No:201900300000501,登録なし, ,2018-04-11 18:42:00,1,380,1.4286917462099946,380.0,00000000297,ドリンク,ビール,アサヒ　中瓶,Yes,1,1.467741935483871,1.0, ,000000009,カウンター9,2018-04-11 20:59:00,2018-04-11 18:42:00,681,9241,1.7061461338162538,9241.0,0,2,0,2,003,大和乃山賊,9241,0,水,15,2018,11,4,0,0.0,2400,1700,曇後一時晴,曇,2.0,"男 : 2人, 女 : 0人",54,17.9,66,2.8,大和乃山賊,水,11.0,23.9,0 days 00:00:00.000000000,137,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,7,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2018-04-11,No:201900300000502,登録なし, ,2018-04-11 18:51:00,1,380,1.5109763651838457,380.0,00000000297,ドリンク,ビール,こだわりの出汁巻き,No,1,1.4721485411140585,1.0, ,000000014,掘りごたつ2,2018-04-11 21:09:00,2018-04-11 18:51:00,666,9066,1.5378887898690343,9066.0,0,2,0,2,003,大和乃山賊,0,9066,水,14,2018,11,4,0,0.0,2400,1700,曇後一時晴,曇,2.0,"男 : 2人, 女 : 0人",54,17.9,66,2.8,大和乃山賊,水,11.0,23.9,0 days 00:00:00.000000000,138,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,3,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
2018-04-11,No:201900300000503,登録なし, ,2018-04-11 19:05:00,5,3500,2.6969389819826146,3500.0,00000000944,フード,一品料理,堪能コース,Yes,1,2.2334752019456268,1.0, ,000000012,テーブル3,2018-04-11 21:01:00,2018-04-11 19:00:00,1036,14000,2.918306561920062,14000.0,0,4,0,4,003,大和乃山賊,14000,0,水,4,2018,11,4,0,0.0,2400,1700,曇後一時晴,曇,28.0,"男 : 4人, 女 : 0人",54,17.9,66,2.8,大和乃山賊,水,11.0,23.9,0 days 00:05:00.000000000,121,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-11,No:201900300000504,登録なし, ,2018-04-11 19:03:00,1,380,1.2008298755186722,380.0,00000000297,ドリンク,ビール,いいちこ,Yes,1,1.119047619047619,1.0, ,000000013,掘りごたつ1,2018-04-11 19:40:00,2018-04-11 19:03:00,502,6822,1.2232578438958523,6822.0,0,3,0,3,003,大和乃山賊,0,6822,水,11,2018,11,4,0,0.0,2400,1700,曇後一時晴,曇,10.0,"男 : 3人, 女 : 0人",54,17.9,66,2.8,大和乃山賊,水,11.0,23.9,0 days 00:00:00.000000000,37,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2018-04-11,No:201900300000505,登録なし, ,2018-04-11 19:05:00,1,380,1.5109763651838457,380.0,00000000297,ドリンク,とり刺身,こだわりの出汁巻き,Yes,1,1.4721485411140585,1.0, ,000000010,テーブル1,2018-04-11 21:18:00,2018-04-11 19:05:00,869,11799,1.5378887898690343,11799.0,0,2,0,2,003,大和乃山賊,0,11799,水,19,2018,11,4,0,0.0,2400,1700,曇後一時晴,曇,2.0,"男 : 2人, 女 : 0人",54,17.9,66,2.8,大和乃山賊,水,11.0,23.9,0 days 00:00:00.000000000,133,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,1,0,0,0,4,0,0,0,0,2,7,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2018-04-11,No:201900300000506,登録なし, ,2018-04-11 20:18:00,1,380,1.7855245242990405,380.0,00000000297,ドリンク,ビール,ハイボール,Yes,1,1.76464148877942,1.0, ,000000013,掘りごたつ1,2018-04-11 21:49:00,2018-04-11 20:18:00,188,2558,1.7061461338162538,2558.0,0,2,1,1,003,大和乃山賊,0,2558,水,5,2018,11,4,0,0.0,2400,1700,曇後一時晴,曇,4.0,"男 : 1人, 女 : 1人",54,17.9,66,2.8,大和乃山賊,水,11.0,23.9,0 days 00:00:00.000000000,91,0,,,0,0.5,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-11,No:201900300000507,登録なし, ,2018-04-11 20:18:00,1,380,1.5289348533868456,380.0,00000000297,ドリンク,とり刺身,こん刺し,Yes,1,1.5680473372781065,1.0, ,000000018,掘りごたつ6,2018-04-11 22:12:00,2018-04-11 20:18:00,659,8969,1.7061461338162538,8969.0,0,2,0,2,003,大和乃山賊,0,8969,水,14,2018,11,4,0,0.0,2400,1700,曇後一時晴,曇,3.0,"男 : 2人, 女 : 0人",54,17.9,66,2.8,大和乃山賊,水,11.0,23.9,0 days 00:00:00.000000000,114,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,1,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-12,No:201900300000508,登録なし, ,2018-04-12 18:04:00,1,380,1.083591921171539,380.0,00000000297,ドリンク,ビール,まぐろのお造り,Yes,1,1.0903277378097522,1.0, ,000000014,掘りごたつ2,2018-04-12 21:00:00,2018-04-12 18:04:00,667,9047,0.7688413986773539,9047.0,0,2,0,2,003,大和乃山賊,0,9047,木,16,2018,12,4,0,0.0,2400,1700,曇後時々晴,薄曇,2.0,"男 : 2人, 女 : 0人",54,18.3,57,2.7,大和乃山賊,木,12.7,22.4,0 days 00:00:00.000000000,176,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0
2018-04-12,No:201900300000510,登録なし, ,2018-04-12 18:26:00,1,380,1.4286917462099946,380.0,00000000297,ドリンク,付き出し,こだわりの出汁巻き,Yes,1,1.467741935483871,1.0, ,000000013,掘りごたつ1,2018-04-12 19:54:00,2018-04-12 18:26:00,896,12186,1.5378887898690343,12186.0,0,2,0,2,003,大和乃山賊,0,12186,木,17,2018,12,4,0,0.0,2400,1700,曇後時々晴,薄曇,4.0,"男 : 2人, 女 : 0人",54,18.3,57,2.7,大和乃山賊,木,12.7,22.4,0 days 00:00:00.000000000,88,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0
2018-04-12,No:201900300000511,登録なし, ,2018-04-12 18:28:00,1,380,1.4286917462099946,380.0,00000000297,ドリンク,ビール,あらごし桃酒,No,1,1.467741935483871,1.0, ,000000012,テーブル3,2018-04-12 19:53:00,2018-04-12 18:28:00,587,7987,1.7061461338162538,7987.0,0,2,1,1,003,大和乃山賊,7987,0,木,11,2018,12,4,0,0.0,2400,1700,曇後時々晴,薄曇,4.0,"男 : 1人, 女 : 1人",54,18.3,57,2.7,大和乃山賊,木,12.7,22.4,0 days 00:00:00.000000000,85,0,,,0,0.5,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2018-04-12,No:201900300000512,登録なし, ,2018-04-12 18:32:00,1,380,1.114797611147976,380.0,00000000297,ドリンク,とり刺身,付き出し,Yes,1,1.4500745156482864,1.0, ,000000015,掘りごたつ3,2018-04-12 21:05:00,2018-04-12 18:32:00,1222,16572,1.584706278464019,16572.0,0,3,0,3,003,大和乃山賊,16572,0,木,17,2018,12,4,0,0.0,2400,1700,曇後時々晴,薄曇,2.0,"男 : 3人, 女 : 0人",54,18.3,57,2.7,大和乃山賊,木,12.7,22.4,0 days 00:00:00.000000000,153,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0
2018-04-12,No:201900300000513,登録なし, ,2018-04-12 18:48:00,1,380,1.5109763651838457,380.0,00000000297,ドリンク,ビール,まぜまぜ海鮮ユッケ,Yes,1,1.4721485411140585,1.0, ,000000009,カウンター9,2018-04-12 20:25:00,2018-04-12 18:48:00,556,7576,1.5378887898690343,7576.0,0,2,1,1,003,大和乃山賊,0,7576,木,13,2018,12,4,0,0.0,2400,1700,曇後時々晴,薄曇,3.0,"男 : 1人, 女 : 1人",54,18.3,57,2.7,大和乃山賊,木,12.7,22.4,0 days 00:00:00.000000000,97,0,,,0,0.5,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-04-12,No:201900300000514,登録なし, ,2018-04-12 18:59:00,1,380,1.5752452678391846,380.0,00000000297,ドリンク,ビール,ウーロン茶,Yes,1,1.5698169433801616,1.0, ,000000004,カウンター4,2018-04-12 20:08:00,2018-04-12 18:59:00,455,6195,1.591225668485625,6195.0,0,2,0,2,003,大和乃山賊,0,6195,木,11,2018,12,4,0,0.0,2400,1700,曇後時々晴,薄曇,5.0,"男 : 2人, 女 : 0人",54,18.3,57,2.7,大和乃山賊,木,12.7,22.4,0 days 00:00:00.000000000,69,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-12,No:201900300000515,登録なし, ,2018-04-12 19:22:00,1,280,1.083591921171539,280.0,00000000297,ドリンク,ビール,こだわりの出汁巻き,Yes,1,1.0903277378097522,1.0, ,000000017,掘りごたつ5,2018-04-12 22:33:00,2018-04-12 19:22:00,1209,16449,0.7688413986773539,16449.0,0,4,0,4,003,大和乃山賊,0,16449,木,32,2018,12,4,0,0.0,2400,1700,曇後時々晴,薄曇,1.0,"男 : 4人, 女 : 0人",54,18.3,57,2.7,大和乃山賊,木,12.7,22.4,0 days 00:00:00.000000000,191,0,,,0,1.0,0,,0,0,0,奈良県,0.0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,4,2,0,0,0,0,0,8,0,0,0,0,0
