H.集計対象営業年月日,H.伝票番号,C.客層,D.オーダーキャンセル日時,D.オーダー日時,D.オーダー番号,D.価格,D.価格_増加率,D.価格_平準化,D.商品ID,D.商品カテゴリ1,D.商品カテゴリ2,D.商品名,D.帳票集計対象商品,D.数量,D.数量_増加率,D.数量_平準化,D.配膳済日時,H.テーブル番号ID,H.テーブル番号名,H.伝票処理日,H.伝票発行日,H.伝票税額,H.伝票金額,H.伝票金額_増加率,H.伝票金額_平準化,H.値引金額,H.客数（合計）,H.客数（女）,H.客数（男）,H.店舗ID,H.店舗名,H.支払金額（クレジットカード）,H.支払金額（現金）,H.曜日,H.総商品数,H.集計営業年,H.集計営業日,H.集計営業月,○日連休,サービス料金掛け率,営業締め時間,営業開始時間,天気概況(夜：18時～翌日06時),天気概況(昼：06時～18時),客単価/滞在時間,客構成,席数,平均気温(℃),平均湿度(％),平均風速(m/s),店舗名,曜日,最低気温(℃),最高気温(℃),注文時間,滞在時間,特別連休,特別連休名,特別連休名（隣接含）,特別連休＆隣接休日,男性比率,祝祭日,祝祭日名,翌日が休日,連休○日目,週末,都道府県,降水量の合計(mm),雨フラグ,〆,とり刺身,コース,スタンダード２,ドリンク,ビール,プレミアム１,リキュール,ワイン,一品料理,付き出し,単品 ウィスキー,単品 サワー,単品 スピリッツ,単品 ソフトドリンク,単品 リキュール,単品 果実酒,囲炉裏焼き,大和の和え野菜,大和の地酒,山口の地酒,山賊の〆,山賊の揚げ物,山賊の甘味,山賊の肴,山賊の逸品,日本酒,溶岩焼き,甘,米焼酎グラス,紫蘇焼酎グラス,芋焼酎グラス,飲み放題メニュー,飲み放題一覧,馬刺し,鮮魚,麦焼酎グラス
2018-05-04,No:201900300000774,登録なし, ,2018-05-04 18:44:00,1,380,1.4935197817189634,166.9,00000000297,ドリンク,ドリンク,こだわりの出汁巻き,No,1,1.652173913043478,0.4, ,000000014,掘りごたつ2,2018-05-04 22:11:00,2018-05-04 18:44:00,1043,14143,1.4642526021207831,4378.7,0,3,2,1,003,大和乃山賊,0,14143,金,15,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,0.0,"男 : 1人, 女 : 2人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,207,1,GW,GW,1,0.33,1,みどりの日,1,2,0,奈良県,0.0,0,0,0,0,0,3,1,0,0,0,0,3,0,1,0,0,0,0,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
2018-05-04,No:201900300000775,登録なし, ,2018-05-04 18:46:00,1,380,1.4935197817189634,140.9,00000000297,ドリンク,ドリンク,こだわりの出汁巻き,No,1,1.5680473372781065,0.4, ,000000010,テーブル1,2018-05-04 21:34:00,2018-05-04 18:46:00,820,11120,1.4642526021207831,3442.8,0,2,1,1,003,大和乃山賊,11120,0,金,12,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,0.0,"男 : 1人, 女 : 1人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,168,1,GW,GW,1,0.5,1,みどりの日,1,2,0,奈良県,0.0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2018-05-04,No:201900300000776,登録なし, ,2018-05-04 19:03:00,1,380,1.5289348533868456,166.9,00000000297,ドリンク,ビール,イカの味噌バター焼き,Yes,1,1.5680473372781065,0.4, ,000000009,カウンター9,2018-05-04 20:04:00,2018-05-04 19:03:00,464,6314,1.7061461338162538,2613.8,0,2,1,1,003,大和乃山賊,0,6314,金,11,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,2.0,"男 : 1人, 女 : 1人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,61,1,GW,GW,1,0.5,1,みどりの日,1,2,0,奈良県,0.0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
2018-05-04,No:201900300000777,登録なし, ,2018-05-04 19:06:00,1,4000,2.6969389819826146,1483.2,00000000945,フード,一品料理,選択コース,Yes,1,2.2334752019456268,0.4, ,000000016,掘りごたつ4,2018-05-04 20:40:00,2018-05-04 19:06:00,2368,32000,2.918306561920062,10965.3,0,8,0,8,003,大和乃山賊,32000,0,金,8,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,15.0,"男 : 8人, 女 : 0人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,94,1,GW,GW,1,1.0,1,みどりの日,1,2,0,奈良県,0.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-04,No:201900300000778,登録なし, ,2018-05-04 19:10:00,1,4000,2.6969389819826146,1483.2,00000000945,フード,一品料理,選択コース,Yes,1,2.2334752019456268,0.4, ,000000020,掘りごたつ8,2018-05-04 20:44:00,2018-05-04 19:10:00,6512,88000,2.918306561920062,30154.5,0,22,0,22,003,大和乃山賊,0,88000,金,22,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,15.0,"男 : 22人, 女 : 0人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,94,1,GW,GW,1,1.0,1,みどりの日,1,2,0,奈良県,0.0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-04,No:201900300000779,登録なし, ,2018-05-04 19:39:00,3,380,1.7929044194288095,166.9,00000000297,ドリンク,とり刺身,プレミアム,Yes,1,1.8144329896907216,0.4, ,000000021,掘りごたつ9,2018-05-04 21:14:00,2018-05-04 19:39:00,850,11520,1.4642526021207831,4769.0,0,2,1,1,003,大和乃山賊,0,11520,金,11,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,1.0,"男 : 1人, 女 : 1人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,95,1,GW,GW,1,0.5,1,みどりの日,1,2,0,奈良県,0.0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
2018-05-04,No:201900300000780,登録なし, ,2018-05-04 19:43:00,1,280,1.4286917462099946,140.9,00000000297,ドリンク,ビール,こだわりの出汁巻き,No,1,1.467741935483871,0.4, ,000000012,テーブル3,2018-05-04 22:02:00,2018-05-04 19:43:00,846,11526,1.5378887898690343,3568.5,0,3,0,3,003,大和乃山賊,0,11526,金,20,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,1.0,"男 : 3人, 女 : 0人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,139,1,GW,GW,1,1.0,1,みどりの日,1,2,0,奈良県,0.0,0,0,0,0,0,0,6,0,0,0,1,3,0,0,0,2,0,0,0,0,0,2,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2018-05-04,No:201900300000781,登録なし, ,2018-05-04 20:09:00,1,380,1.4286917462099946,166.9,00000000297,ドリンク,付き出し,あらごし梅酒,Yes,1,1.467741935483871,0.4, ,000000011,テーブル2,2018-05-04 21:02:00,2018-05-04 20:09:00,452,6152,1.591225668485625,2019.1,0,2,0,2,003,大和乃山賊,0,6152,金,9,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,3.0,"男 : 2人, 女 : 0人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,53,1,GW,GW,1,1.0,1,みどりの日,1,2,0,奈良県,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2018-05-04,No:201900300000782,登録なし, ,2018-05-04 20:10:00,1,380,1.083591921171539,140.9,00000000297,ドリンク,一品料理,こだわりの出汁巻き,Yes,1,1.0903277378097522,0.4, ,000000009,カウンター9,2018-05-04 21:36:00,2018-05-04 20:10:00,664,9044,0.7688413986773539,2968.3,0,2,0,2,003,大和乃山賊,0,9044,金,14,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,1.0,"男 : 2人, 女 : 0人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,86,1,GW,GW,1,1.0,1,みどりの日,1,2,0,奈良県,0.0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
2018-05-04,No:201900300000783,登録なし, ,2018-05-04 20:24:00,1,280,1.7855245242990405,146.9,00000000297,ドリンク,とり刺身,あらごしみかん酒,No,1,1.76464148877942,0.4, ,000000013,掘りごたつ1,2018-05-04 22:48:00,2018-05-04 20:24:00,875,11925,1.7061461338162538,3913.8,0,4,0,4,003,大和乃山賊,11925,0,金,21,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,1.0,"男 : 4人, 女 : 0人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,144,1,GW,GW,1,1.0,1,みどりの日,1,2,0,奈良県,0.0,0,0,1,0,0,0,4,0,0,0,1,4,1,2,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-04,No:201900300000784,登録なし, ,2018-05-04 20:52:00,1,380,1.083591921171539,140.9,00000000297,ドリンク,ビール,プレミアムモルツ,Yes,1,1.0903277378097522,0.4, ,000000006,カウンター6,2018-05-04 21:42:00,2018-05-04 20:52:00,280,3820,0.7688413986773539,1309.0,0,2,1,1,003,大和乃山賊,0,3820,金,8,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,2.0,"男 : 1人, 女 : 1人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,50,1,GW,GW,1,0.5,1,みどりの日,1,2,0,奈良県,0.0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2018-05-04,No:201900300000785,登録なし, ,2018-05-04 21:17:00,1,280,1.7855245242990405,146.9,00000000297,ドリンク,ビール,ハイボール,Yes,1,1.76464148877942,0.4, ,000000001,カウンター1,2018-05-04 23:17:00,2018-05-04 21:17:00,524,7124,1.7061461338162538,3084.3,0,2,0,2,003,大和乃山賊,0,7124,金,12,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,1.0,"男 : 2人, 女 : 0人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,120,1,GW,GW,1,1.0,1,みどりの日,1,2,0,奈良県,0.0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
2018-05-04,No:201900300000786,登録なし, ,2018-05-04 21:38:00,1,380,1.5752452678391846,241.2,00000000649,ドリンク,とり刺身,コーラ,Yes,1,1.5698169433801616,0.5, ,000000021,掘りごたつ9,2018-05-04 23:12:00,2018-05-04 21:38:00,380,5170,1.591225668485625,2238.3,0,2,0,2,003,大和乃山賊,0,5170,金,9,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,2.0,"男 : 2人, 女 : 0人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,94,1,GW,GW,1,1.0,1,みどりの日,1,2,0,奈良県,0.0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2018-05-04,No:201900300000787,登録なし, ,2018-05-04 21:41:00,1,380,0.7111882046834345,140.9,00000000297,ドリンク,ビール,こん刺し,Yes,1,0.625,0.4, ,000000004,カウンター4,2018-05-04 22:31:00,2018-05-04 21:41:00,416,5666,0.2725617363908964,1941.5,0,2,0,2,003,大和乃山賊,0,5666,金,10,2018,4,5,4,0.0,2400,1700,快晴,晴一時曇,2.0,"男 : 2人, 女 : 0人",54,15.4,47,4.1,大和乃山賊,金,12.5,19.4,0 days 00:00:00.000000000,50,1,GW,GW,1,1.0,1,みどりの日,1,2,0,奈良県,0.0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2018-05-05,No:201900300000788,登録なし, ,2018-05-05 17:34:00,1,380,0.7111882046834345,140.9,00000000297,ドリンク,とり刺身,にごり梅酒,No,1,0.625,0.4, ,000000009,カウンター9,2018-05-05 18:28:00,2018-05-05 17:34:00,504,6844,0.2725617363908964,2246.2,0,2,1,1,003,大和乃山賊,0,6844,土,10,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,2.0,"男 : 1人, 女 : 1人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,54,1,GW,GW,1,0.5,1,こどもの日,1,3,1,奈良県,0.0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2018-05-05,No:201900300000789,登録なし, ,2018-05-05 17:34:00,1,380,1.7855245242990405,166.9,00000000297,ドリンク,とり刺身,プレミアムモルツ,Yes,1,1.76464148877942,0.4, ,000000003,カウンター3,2018-05-05 17:59:00,2018-05-05 17:34:00,274,3724,1.7061461338162538,1626.2,0,2,0,2,003,大和乃山賊,0,3724,土,6,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,6.0,"男 : 2人, 女 : 0人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,25,1,GW,GW,1,1.0,1,こどもの日,1,3,1,奈良県,0.0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-05-05,No:201900300000791,登録なし, ,2018-05-05 18:04:00,1,0,1.0999999999999999,0.0,00000000297,ドリンク,ドリンク,お水,Yes,1,1.1,0.4, ,000000021,掘りごたつ9,2018-05-05 20:00:00,2018-05-05 18:04:00,649,8829,1.0579813698033187,3655.0,0,2,1,1,003,大和乃山賊,0,8829,土,15,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,-0.0,"男 : 1人, 女 : 1人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,116,1,GW,GW,1,0.5,1,こどもの日,1,3,1,奈良県,0.0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2018-05-05,No:201900300000792,登録なし, ,2018-05-05 18:08:00,1,280,1.083591921171539,146.9,00000000297,ドリンク,ビール,こだわりの出汁巻き,Yes,1,1.0903277378097522,0.4, ,000000015,掘りごたつ3,2018-05-05 19:55:00,2018-05-05 18:08:00,832,11332,0.7688413986773539,3883.1,0,3,1,2,003,大和乃山賊,11332,0,土,19,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,1.0,"男 : 2人, 女 : 1人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,107,1,GW,GW,1,0.67,1,こどもの日,1,3,1,奈良県,0.0,0,0,0,0,0,0,5,0,0,0,1,3,0,0,0,1,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,2,0
2018-05-05,No:201900300000793,登録なし, ,2018-05-05 18:16:00,1,380,1.069828722002635,166.9,00000000297,ドリンク,〆,お茶漬け,No,1,1.069828722002635,0.4, ,000000010,テーブル1,2018-05-05 21:55:00,2018-05-05 18:16:00,769,10469,1.0579813698033187,3241.2,0,2,0,2,003,大和乃山賊,0,10469,土,18,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,0.0,"男 : 2人, 女 : 0人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,219,1,GW,GW,1,1.0,1,こどもの日,1,3,1,奈良県,0.0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,2,0,0,0,0,2,1,1,1,0,3,0,0,1,0,0,0,0,0,0,1,0
2018-05-05,No:201900300000794,登録なし, ,2018-05-05 18:21:00,1,280,1.3715664866107344,140.9,00000000297,ドリンク,ドリンク,なんこつ唐揚げ,Yes,1,1.309090909090909,0.4, ,000000014,掘りごたつ2,2018-05-05 20:29:00,2018-05-05 18:21:00,1020,13860,1.4345369255413987,4749.3,0,3,0,3,003,大和乃山賊,0,13860,土,17,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,1.0,"男 : 3人, 女 : 0人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,128,1,GW,GW,1,1.0,1,こどもの日,1,3,1,奈良県,0.0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,3,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0
2018-05-05,No:201900300000795,登録なし, ,2018-05-05 18:26:00,1,280,1.5109763651838457,140.9,00000000297,ドリンク,ビール,なんこつ唐揚げ,Yes,1,1.4721485411140585,0.4, ,000000020,掘りごたつ8,2018-05-05 20:09:00,2018-05-05 18:26:00,1254,17054,1.5378887898690343,5843.8,0,5,0,5,003,大和乃山賊,0,17054,土,28,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,1.0,"男 : 5人, 女 : 0人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,103,1,GW,GW,1,1.0,1,こどもの日,1,3,1,奈良県,0.0,0,0,0,0,0,0,6,0,0,0,3,5,0,0,0,1,0,0,0,0,2,0,1,4,0,3,1,0,0,0,0,0,0,0,0,0,2,0
2018-05-05,No:201900300000796,登録なし, ,2018-05-05 18:32:00,1,380,0.5714285714285714,166.9,00000000297,ドリンク,〆,お茶漬け,Yes,1,0.5714285714285714,0.4, ,000000016,掘りごたつ4,2018-05-05 20:01:00,2018-05-05 18:32:00,874,11904,0.30242963652404914,4927.9,0,5,0,5,003,大和乃山賊,0,11904,土,21,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,1.0,"男 : 5人, 女 : 0人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,89,1,GW,GW,1,1.0,1,こどもの日,1,3,1,奈良県,0.0,0,1,0,0,0,0,2,0,0,2,0,3,0,0,0,3,0,0,1,1,0,0,0,1,1,1,2,0,0,2,0,0,0,0,0,0,1,0
2018-05-05,No:201900300000797,登録なし, ,2018-05-05 18:35:00,1,280,1.083591921171539,140.9,00000000297,ドリンク,とり刺身,こだわりの出汁巻き,Yes,1,1.0903277378097522,0.4, ,000000012,テーブル3,2018-05-05 21:14:00,2018-05-05 18:35:00,1204,16374,0.7688413986773539,5610.8,0,4,0,4,003,大和乃山賊,0,16374,土,29,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,0.0,"男 : 4人, 女 : 0人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,159,1,GW,GW,1,1.0,1,こどもの日,1,3,1,奈良県,0.0,0,0,1,0,0,0,8,0,0,0,1,4,4,0,0,0,0,0,1,0,3,0,0,1,0,2,2,0,0,0,0,0,2,0,0,0,0,0
2018-05-05,No:201900300000798,登録なし, ,2018-05-05 18:36:00,1,380,1.9056663321277307,140.9,00000000297,ドリンク,一品料理,こん刺し,Yes,1,1.9424858466289243,0.4, ,000000009,カウンター9,2018-05-05 18:53:00,2018-05-05 18:36:00,335,4555,2.016275444329281,1560.8,0,2,0,2,003,大和乃山賊,0,4555,土,8,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,8.0,"男 : 2人, 女 : 0人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,17,1,GW,GW,1,1.0,1,こどもの日,1,3,1,奈良県,0.0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-05,No:201900300000799,登録なし, ,2018-05-05 18:37:00,1,380,1.7855245242990405,140.9,00000000297,ドリンク,とり刺身,なんこつ唐揚げ,Yes,1,1.76464148877942,0.4, ,000000003,カウンター3,2018-05-05 19:17:00,2018-05-05 18:37:00,300,4090,1.7061461338162538,1401.5,0,2,1,1,003,大和乃山賊,0,4090,土,8,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,3.0,"男 : 1人, 女 : 1人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,40,1,GW,GW,1,0.5,1,こどもの日,1,3,1,奈良県,0.0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-05,No:201900300000800,登録なし, ,2018-05-05 18:58:00,1,380,0.7111882046834345,140.9,00000000297,ドリンク,とり刺身,にごり梅酒,No,1,0.625,0.4, ,000000009,カウンター9,2018-05-05 20:50:00,2018-05-05 18:58:00,982,13322,0.2725617363908964,4372.3,0,2,1,1,003,大和乃山賊,0,13322,土,19,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,1.0,"男 : 1人, 女 : 1人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,112,1,GW,GW,1,0.5,1,こどもの日,1,3,1,奈良県,0.0,0,0,1,0,0,0,1,0,0,0,2,2,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0
2018-05-05,No:201900300000801,登録なし, ,2018-05-05 19:02:00,1,280,1.7929044194288095,146.9,00000000297,ドリンク,とり刺身,こだわりの出汁巻き,Yes,1,1.8144329896907216,0.4, ,000000017,掘りごたつ5,2018-05-05 21:18:00,2018-05-05 19:02:00,1547,20967,1.4642526021207831,8679.8,0,5,1,4,003,大和乃山賊,0,20967,土,21,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,1.0,"男 : 4人, 女 : 1人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,136,1,GW,GW,1,0.8,1,こどもの日,1,3,1,奈良県,0.0,0,0,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,1,1,0
2018-05-05,No:201900300000802,登録なし, ,2018-05-05 19:16:00,1,380,1.7855245242990405,166.9,00000000297,ドリンク,ビール,あらごしみかん酒,Yes,1,1.76464148877942,0.4, ,000000019,掘りごたつ7,2018-05-05 22:09:00,2018-05-05 19:16:00,848,11548,1.7061461338162538,3790.1,0,3,3,0,003,大和乃山賊,0,11548,土,19,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,0.0,"男 : 0人, 女 : 3人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,173,1,GW,GW,1,0.0,1,こどもの日,1,3,1,奈良県,0.0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,6,2,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0
2018-05-05,No:201900300000803,登録なし, ,2018-05-05 19:17:00,1,380,1.069828722002635,140.9,00000000297,ドリンク,〆,お茶漬け,Yes,1,1.069828722002635,0.4, ,000000001,カウンター1,2018-05-05 20:57:00,2018-05-05 19:17:00,614,8354,1.165046396079588,2862.6,0,2,1,1,003,大和乃山賊,0,8354,土,14,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,1.0,"男 : 1人, 女 : 1人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,100,1,GW,GW,1,0.5,1,こどもの日,1,3,1,奈良県,0.0,0,1,1,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2018-05-05,No:201900300000804,登録なし, ,2018-05-05 19:17:00,1,280,1.5752452678391846,146.9,00000000297,ドリンク,ビール,なんこつ唐揚げ,Yes,1,1.5698169433801616,0.4, ,000000018,掘りごたつ6,2018-05-05 20:54:00,2018-05-05 19:17:00,500,6810,1.591225668485625,2235.1,0,3,1,2,003,大和乃山賊,0,6810,土,12,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,1.0,"男 : 2人, 女 : 1人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,97,1,GW,GW,1,0.67,1,こどもの日,1,3,1,奈良県,0.0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2018-05-05,No:201900300000805,登録なし, ,2018-05-05 19:19:00,1,380,1.5752452678391846,166.9,00000000297,ドリンク,とり刺身,こだわりの出汁巻き,Yes,1,1.5698169433801616,0.4, ,000000013,掘りごたつ1,2018-05-05 20:06:00,2018-05-05 19:19:00,861,11721,1.591225668485625,4016.4,0,4,3,1,003,大和乃山賊,0,11721,土,20,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,3.0,"男 : 1人, 女 : 3人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,47,1,GW,GW,1,0.25,1,こどもの日,1,3,1,奈良県,0.0,0,0,1,0,0,0,4,0,0,0,1,3,0,0,0,2,0,0,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-05,No:201900300000806,登録なし, ,2018-05-05 19:28:00,1,380,1.5752452678391846,166.9,00000000297,ドリンク,付き出し,ゆずサワー,Yes,1,1.5698169433801616,0.4, ,000000007,カウンター7,2018-05-05 20:18:00,2018-05-05 19:28:00,288,3918,1.591225668485625,1527.1,0,2,2,0,003,大和乃山賊,0,3918,土,7,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,3.0,"男 : 0人, 女 : 2人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,50,1,GW,GW,1,0.0,1,こどもの日,1,3,1,奈良県,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-05,No:201900300000807,登録なし, ,2018-05-05 20:02:00,1,380,1.7855245242990405,166.9,00000000297,ドリンク,とり刺身,プレミアムモルツ,Yes,1,1.76464148877942,0.4, ,000000003,カウンター3,2018-05-05 21:04:00,2018-05-05 20:02:00,700,9520,1.7061461338162538,3262.2,0,2,1,1,003,大和乃山賊,0,9520,土,13,2018,5,5,4,0.0,2400,1700,薄曇後一時晴,晴後一時薄曇,2.0,"男 : 1人, 女 : 1人",54,17.9,39,3.0,大和乃山賊,土,12.1,23.6,0 days 00:00:00.000000000,62,1,GW,GW,1,0.5,1,こどもの日,1,3,1,奈良県,0.0,0,0,1,0,0,0,4,0,0,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
