,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'FÌ°ÄÞ×½ÄOK'}),frozenset({'FÄÞØÝ¸×½ÄOK'}),0.06618112729575681,0.061959045809584126,0.0568925480261769,0.8596491228070174,13.874473235900652,0.05279202852832919,6.683541798606709
1,frozenset({'FÄÞØÝ¸×½ÄOK'}),frozenset({'FÌ°ÄÞ×½ÄOK'}),0.061959045809584126,0.06618112729575681,0.0568925480261769,0.918228279386712,13.874473235900652,0.05279202852832919,11.419826630778964
