ビール,17.875
付き出し,9.7
単品 サワー,5.75
単品 ソフトドリンク,3.2
単品 果実酒,3.1666666666666665
囲炉裏焼き,7.75
大和の和え野菜,10.5
山賊の〆,4.0
山賊の揚げ物,3.8
山賊の甘味,2.6666666666666665
山賊の肴,4.75
山賊の逸品,5.375
溶岩焼き,3.25
馬刺し,3.5
鮮魚,6.0
〆,1.0
とり刺身,1.0
ドリンク,1.0
ワイン,1.0
一品料理,1.0
単品 ウィスキー,1.0
単品 スピリッツ,1.0
単品 リキュール,1.0
大和の地酒,1.0
山口の地酒,1.0
甘,1.0
芋焼酎グラス,1.0
飲み放題メニュー,1.0
麦焼酎グラス,1.0
