,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'ドリンクラストOK'}),frozenset({'フードラストOK'}),0.06422976501305483,0.06462140992167102,0.06129242819843342,0.9542682926829268,14.767060852426704,0.0571418102243522,20.453611836379444
1,frozenset({'フードラストOK'}),frozenset({'ドリンクラストOK'}),0.06462140992167102,0.06422976501305483,0.06129242819843342,0.9484848484848484,14.767060852426704,0.0571418102243522,18.16495162033478
