H.集計対象営業年月日,H.伝票番号,H.曜日,H.伝票発行日,H.客数（合計）,H.客数（男）,H.客数（女）,H.伝票金額,滞在時間,C.客層,H.テーブル番号名,いちごアイス,うずらたまご,うどん 明太子,うどん 梅,お冷,きのこのバター醤油炒め,こだわりのポテトサラダ,ごはん,ごぼうの唐揚げ,さくさくえびせん！,さくらんぼハイボール,ささみの梅しそ揚げ,さしみこんにゃく,さっぱり蒸し鶏胡瓜,その他ドリンク,その他フード,たこわさび,なすと豚肉炒め,なんこ(芋),ほうじ茶,もも酒,もやし炒め,ゆずサワー,ゆずハイボール,ゆずビア,ゆずﾌﾛｰｽﾞﾝｻﾜｰ,ゆずﾌﾛｰｽﾞﾝﾊｲﾎﾞｰﾙ,わんこ(麦),アサリの酒蒸し,イチゴアイス,ウォッカ,ウーロン茶,エイヒレ炙り,オニオンスライス,オレンジジュース,オールフリー,カキフライ,カシス,カルピス,カルピスサワー,カルピスハイボール,カルピスビア,カルーア,ガトーショコラ～バニラアイス添え～,グラスワイン 白,グラスワイン 赤,グレープフルーツジュース,コークハイボール,コーラ,コーンバター,コーン茶,サク旨コロッケ,ザ・プレミアムモルツ,シャカシャカポテト,シャンディガフ,ジャスミン茶,ジン,ジンジャーエール,ジンジャーハイボール,スイートポテト～バニラアイス添え～,スペシャルデザート,ソーダ,ダッカルビ丼,チキンラーメン,チキン南蛮～自家製タルタル添え～,チョコレートアイス,チーズたっぷりのシーザーサラダ,チーズダッカルビ,テキーラ,デカ盛りもも焼き鳥,トニック,トマトサワー,ドリンクラストOK,ネギ塩豚カルビ,バター醤油の鮭チャーハン,バナナ,バニラアイス,パインサワー,パインハイボール,パリッとソーセージ,ピリ辛もやし,ピーチ,ピーチサワー,ピーチハイボール,フードラストOK,プレーンサワー,マンゴーサワー,マンゴーシャーベット,マンゴーハイボール,マンゴーパフェ,マンゴー酒,ミルク,メロンサワー,メロンハイボール,メーカーズマークハイボール,ヨーグルト,ライチ,ライムサワー,ライムハイボール,リアルゴールド,リンゴ酒,レモンサワー,レモンハイボール,ロシアンルーレット揚げたこ焼き,二階堂(麦),冷しゃぶ,冷しゃぶサラダ,冷やしトマト,冷凍レモンサワー(一人一杯),冷凍レモンサワー替え玉,冷凍レモンハイボール,冷凍ﾚﾓﾝﾊｲﾎﾞｰﾙ替え玉,冷奴,出汁茶漬け,味噌汁,和の酒,塩だれキャベツ,塩だれ胡瓜,夏野菜天ぷら,季節のシャーベット,季節の漬物盛り合わせ,定楽屋特製出し巻き,巨峰サワー,巨峰ハイボール,年齢確認,延長(定額超),抹茶,揚げ出し豆腐,揚げ鶏皮ポン酢,昔ながらのミートボール,春玉ねぎのホイル焼き,木,枝豆つかみ取り！,柚子シャーベット,桜カクテル,梅くらげ,梅酒,油淋鶏,海老マヨ,海藻サラダ,海鮮チヂミ,濃厚抹茶アイス,濃厚杏仁豆腐,炙り〆鯖（炙りなし可）,焼枝豆,熱茶サービス,白鶴まる,究極のTKG～たまごかけごはん～,精力満点！スタミナサラダ,絶品むね焼き鳥,絶品もも焼き鳥,緑茶,肉だんごスープ,胡瓜の一本漬け,自家製キムチ,若鶏の唐揚げ,菜の花かき玉汁,菜の花とちくわの天ぷら,菜の花と豚肉の炒め物,蒸し鶏の胡麻サラダ,豚キムチ,赤玉パンチ,超炭酸ジムビームハイボール,超炭酸トリスハイボール,超炭酸角ハイボール,軟骨の唐揚げ,金麦,青りんごサワー,青りんごハイボール,鬼ころし,鶏の天ぷら,鶏の照りマヨ丼,鶏皮ポン酢,鶏皮餃子,鶏胸肉の塩麹天ぷら,黒ごまアイス,黒霧島(芋),ﾉﾝｱﾙﾍﾞﾘｰさくらんぼﾋﾟｰﾁ,ﾉﾝｱﾙﾍﾞﾘｰ巨峰ｶﾙﾋﾟｽ,ﾏﾝｺﾞｰﾌﾛｰｽﾞﾝｻﾜｰ,ﾏﾝｺﾞｰﾌﾛｰｽﾞﾝﾊｲﾎﾞｰﾙ,ﾚﾓﾝﾌﾛｰｽﾞﾝｻﾜｰ,ﾚﾓﾝﾌﾛｰｽﾞﾝﾊｲﾎﾞｰﾙ
2018-04-20,No:201901200000907,金,2018-04-20 18:24:00,6,6,0,19440,0 days 02:20:00.000000000,登録なし,テーブル43,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,1,2,2,0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000908,金,2018-04-20 18:25:00,4,2,2,12960,0 days 02:00:00.000000000,登録なし,テーブル12,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000909,金,2018-04-20 18:26:00,11,5,6,35640,0 days 02:20:00.000000000,登録なし,テーブル21,0,0,0,0,2,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,3,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,23,2,0,0,0,0,1,3,2,0,0,0,0,0,4,2,0,0,0,12,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,0,2,0,0,0,0,4,0,1,5,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000910,金,2018-04-20 18:27:00,5,5,0,16200,0 days 02:00:00.000000000,登録なし,テーブル11,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000911,金,2018-04-20 18:29:00,5,5,0,16200,0 days 02:00:00.000000000,登録なし,テーブル23,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,13,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0
2018-04-20,No:201901200000912,金,2018-04-20 18:31:00,4,3,1,12960,0 days 02:20:00.000000000,登録なし,テーブル41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000913,金,2018-04-20 18:36:00,3,0,3,9720,0 days 02:00:00.000000000,登録なし,テーブル33,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000914,金,2018-04-20 18:41:00,4,0,4,12960,0 days 02:00:00.000000000,登録なし,テーブル42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000915,金,2018-04-20 18:46:00,2,1,1,6480,0 days 02:20:00.000000000,登録なし,テーブル32,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000916,金,2018-04-20 19:02:00,9,1,8,30802,0 days 02:00:00.000000000,登録なし,テーブル51,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,1,3,2,1,0,0,0,6,0,0,2,0,0,0,0,0,1,2,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,4,3,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2018-04-20,No:201901200000917,金,2018-04-20 19:03:00,6,0,6,19440,0 days 02:00:00.000000000,登録なし,テーブル53,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000918,金,2018-04-20 19:09:00,11,6,5,34301,0 days 02:00:00.000000000,登録なし,テーブル13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,11,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2018-04-20,No:201901200000919,金,2018-04-20 19:33:00,2,2,0,6480,0 days 02:20:00.000000000,登録なし,テーブル31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000920,金,2018-04-20 20:39:00,8,7,1,25920,0 days 02:20:00.000000000,登録なし,テーブル55,2,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,5,0,0,0,2,0,3,2,0,0,0,0,1,0,0,1,3,0,0,0,1,1,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,2,0,0,1,8,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,2,1,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000921,金,2018-04-20 20:50:00,6,6,0,19440,0 days 02:00:00.000000000,登録なし,テーブル11,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,3,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000922,金,2018-04-20 20:57:00,2,1,1,5465,0 days 02:00:00.000000000,登録なし,テーブル33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000923,金,2018-04-20 20:57:00,7,4,3,22680,0 days 02:20:00.000000000,登録なし,テーブル21,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,8,0,0,0,0,0,4,3,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000924,金,2018-04-20 21:12:00,7,7,0,22680,0 days 02:00:00.000000000,登録なし,テーブル51,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,2,3,4,0,0,0,0,2,0,0,2,5,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000925,金,2018-04-20 21:46:00,2,0,2,6480,0 days 02:20:00.000000000,登録なし,テーブル32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000926,金,2018-04-20 21:56:00,9,9,0,16070,0 days 01:20:00.000000000,登録なし,テーブル13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,No:201901200000927,金,2018-04-20 22:10:00,2,1,1,4320,0 days 01:40:00.000000000,登録なし,テーブル31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-21,No:201901200000928,土,2018-04-21 16:53:00,3,3,0,9720,0 days 02:00:00.000000000,登録なし,テーブル13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-04-21,No:201901200000929,土,2018-04-21 17:18:00,3,0,3,6286,0 days 01:20:00.000000000,登録なし,テーブル12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-04-21,No:201901200000930,土,2018-04-21 17:41:00,3,2,1,9720,0 days 02:00:00.000000000,登録なし,テーブル42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-21,No:201901200000931,土,2018-04-21 17:55:00,4,4,0,12960,0 days 02:00:00.000000000,登録なし,テーブル41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-21,No:201901200000932,土,2018-04-21 18:00:00,8,8,0,25920,0 days 02:00:00.000000000,登録なし,テーブル21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,9,0,5,0,0,0,0,0,0,3,0,0,2,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-21,No:201901200000933,土,2018-04-21 18:05:00,2,2,0,6480,0 days 01:40:00.000000000,登録なし,テーブル11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
