,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'ドリンクラストOK'}),frozenset({'フードラストOK'}),0.09622923943260389,0.0976548577945684,0.09373440729916602,0.9740740740740741,9.974660719113274,0.08433715460669561,34.804741199352385
1,frozenset({'フードラストOK'}),frozenset({'ドリンクラストOK'}),0.0976548577945684,0.09622923943260389,0.09373440729916602,0.9598540145985401,9.974660719113274,0.08433715460669561,22.5121080359515
