,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'ÄÞØÝ¸×½ÄOK'}),frozenset({'Ì°ÄÞ×½ÄOK'}),0.07178203742676753,0.07314714748876629,0.06598031966327285,0.919175911251981,12.566121069767554,0.060729668384572943,11.467532351658592
1,frozenset({'Ì°ÄÞ×½ÄOK'}),frozenset({'ÄÞØÝ¸×½ÄOK'}),0.07314714748876629,0.07178203742676753,0.06598031966327285,0.9020217729393467,12.566121069767556,0.060729668384572943,9.473716665628379
