,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'付き出し'}),frozenset({'ﾌﾟﾚﾐｱﾑ飲み放題'}),0.16347851677457328,0.08563861094761624,0.07357268981753973,0.45004500450045004,5.255164691726905,0.05957261672118869,1.6626112982605536
1,frozenset({'ﾌﾟﾚﾐｱﾑ飲み放題'}),frozenset({'付き出し'}),0.08563861094761624,0.16347851677457328,0.07357268981753973,0.859106529209622,5.255164691726905,0.05957261672118869,5.937262234599983
